"","AS_3rd_LPS_7B4_IL10R_32_cont6_48h_6.normalized","AS_3rd_LPS_7B4_IL10R_38_cont2_48h_2.normalized","AS_3rd_LPS_7B4_IL10R_42_cont3_48h_3.normalized","AS_3rd_LPS_7B4_IL10R_46_cont4_48h_4.normalized","AS_3rd_LPS_7B4_IL10R_54_cont5_48h_5.normalized","AS_3rd_LPS_7B4_IL10R_10_mut3_48h_3.normalized","AS_3rd_LPS_7B4_IL10R_48_mut1_48h_1.normalized","AS_3rd_LPS_7B4_IL10R_8_mut2_48h_2.normalized"
"Mospd3",18,21,24,42,21,23,18,11
"Mov10",14,20,28,17,16,11,11,14
"Mpc1",21,23,28,27,12,16,17,11
"Mpc2",138,163,162,182,150,86,69,79
"Mpdu1",211,167,204,218,212,315,334,301
"Mpeg1",442,405,325,538,712,480,610,524
"Mpg",37,46,35,45,36,62,75,50
"Mphosph10",36,27,40,14,21,32,45,51
"Mphosph6",24,11,14,17,9,24,32,46
"Mphosph8",43,54,29,42,35,35,45,38
"Mphosph9",18,20,19,20,21,20,25,18
"Mpi",159,120,139,166,136,31,19,35
"Mplkip",33,39,24,36,25,15,10,10
"Mpnd",60,37,49,51,54,28,19,26
"Mpo",0,0,0,0,0,0,0,0
"Mpp1",41,39,41,40,39,47,37,37
"Mpp5",16,8,9,10,17,6,8,9
"Mpp6",50,45,25,32,25,38,49,43
"Mpp7",9,2,5,5,5,1,0,1
"Mprip",58,80,66,48,48,41,48,39
"Mpst",6,5,11,8,14,1,8,6
"Mpv17",47,45,38,40,45,21,21,17
"Mpv17l",7,4,2,4,3,6,4,5
"Mpv17l2",56,53,55,52,44,87,70,96
"Mr1",31,19,22,27,13,20,8,8
"Mrap",0,2,0,2,0,4,5,3
"Mras",27,43,33,44,48,25,31,30
"Mrc1",8,2,5,1,12,4,1,2
"Mre11a",14,17,16,7,14,17,15,27
"Mrfap1",111,120,104,99,117,85,69,93
"Mrgbp",50,39,58,47,35,35,46,34
"Mrgpre",3,2,10,2,3,4,5,2
"Mri1",12,13,13,12,16,20,17,24
"Mrm1",21,20,18,12,17,22,19,13
"Mrm2",8,12,8,6,11,6,12,8
"Mrm3",19,17,17,7,14,26,32,32
"Mrnip",12,9,19,19,18,10,6,7
"Mroh1",132,197,150,175,153,107,89,79
"Mroh2a",1,0,2,0,0,1,5,2
"Mrpl1",5,2,3,3,11,8,10,9
"Mrpl10",50,58,70,57,50,43,45,44
"Mrpl12",84,96,91,82,89,157,159,171
"Mrpl13",51,37,39,46,66,65,53,79
"Mrpl14",95,95,98,90,115,53,13,57
"Mrpl15",73,76,58,72,56,93,88,108
"Mrpl16",71,56,58,48,41,76,93,91
"Mrpl17",89,108,96,90,92,92,92,141
"Mrpl18",55,50,66,48,95,57,39,44
"Mrpl19",10,8,9,13,11,14,12,13
"Mrpl2",107,98,102,77,97,133,144,189
"Mrpl20",100,100,120,73,86,113,107,124
"Mrpl21",40,29,33,22,30,30,21,35
"Mrpl22",21,12,17,22,6,31,18,28
"Mrpl23",18,8,7,7,10,13,11,8
"Mrpl23-ps1",7,3,21,6,6,2,8,15
"Mrpl24",136,121,146,151,157,92,54,93
"Mrpl27",36,49,46,41,44,50,54,43
"Mrpl28",60,61,70,62,71,65,50,50
"Mrpl3",53,51,59,43,44,62,74,73
"Mrpl30",95,81,63,61,89,99,105,94
"Mrpl32",46,42,54,29,44,51,65,71
"Mrpl33",95,110,74,87,93,95,90,122
"Mrpl34",80,90,82,79,70,74,57,69
"Mrpl35",5,6,11,6,18,22,21,30
"Mrpl36",88,96,88,93,66,65,59,64
"Mrpl37",60,66,62,62,51,103,106,68
"Mrpl38",34,65,59,42,50,72,60,61
"Mrpl39",40,28,44,37,36,32,35,37
"Mrpl4",76,78,91,85,63,74,79,73
"Mrpl40",50,56,52,36,50,60,74,65
"Mrpl41",59,86,71,79,58,95,70,93
"Mrpl42",71,50,44,48,78,39,51,63
"Mrpl43",141,154,147,141,149,159,103,122
"Mrpl44",32,27,44,37,24,26,31,26
"Mrpl45",17,19,26,17,11,14,34,18
"Mrpl46",47,39,51,44,34,50,49,52
"Mrpl47",20,14,14,17,27,29,34,43
"Mrpl48",50,33,40,33,53,59,29,42
"Mrpl49",35,17,38,17,28,16,30,22
"Mrpl50",16,13,10,12,25,18,23,29
"Mrpl51",49,57,45,47,31,47,33,51
"Mrpl52",437,464,425,509,480,537,455,626
"Mrpl54",98,66,80,92,105,126,103,157
"Mrpl55",79,81,92,80,80,106,120,109
"Mrpl57",121,146,130,126,115,219,222,201
"Mrpl58",53,55,52,43,50,43,52,52
"Mrpl9",32,32,26,34,41,41,51,45
"Mrps10",39,32,41,32,33,62,65,62
"Mrps11",49,53,38,32,47,69,66,83
"Mrps12",73,112,83,89,76,79,76,115
"Mrps14",40,32,23,36,37,45,33,43
"Mrps15",108,121,108,143,144,67,52,61
"Mrps16",34,58,69,55,56,37,46,50
"Mrps17",89,76,75,77,77,106,106,120
"Mrps18a",72,69,77,72,85,142,121,132
"Mrps18c",36,27,24,25,39,48,43,52
"Mrps2",37,33,41,39,32,49,58,63
"Mrps21",74,58,38,62,81,60,36,46
"Mrps22",31,27,26,26,32,24,48,37
"Mrps23",52,51,50,53,53,83,84,75
"Mrps24",128,176,134,156,145,166,162,166
"Mrps25",40,49,36,27,31,22,26,38
"Mrps26",97,109,107,110,98,131,167,144
"Mrps27",20,27,32,17,22,25,33,39
"Mrps28",51,58,66,42,44,50,65,92
"Mrps31",23,19,27,17,21,32,33,25
"Mrps33",2,3,2,7,4,2,3,6
"Mrps34",74,68,86,58,68,83,77,103
"Mrps35",40,34,41,25,39,51,46,42
"Mrps36-ps1",10,0,2,10,11,0,1,0
"Mrps5",21,26,23,18,23,35,21,21
"Mrps6",24,26,33,18,22,21,23,30
"Mrps7",79,77,71,69,94,97,101,107
"Mrps9",59,58,59,67,59,84,86,79
"Mrs2",53,46,37,46,52,50,56,43
"Mrto4",33,43,43,24,37,74,84,87
"Ms4a4a",5,6,2,1,3,3,3,9
"Ms4a4c",48,35,62,34,94,38,13,64
"Ms4a6b",339,422,268,472,339,579,265,650
"Ms4a6c",370,538,355,451,306,452,241,752
"Ms4a6d",415,370,304,399,390,1137,333,1317
"Ms4a7",5,3,7,2,2,3,6,2
"Ms4a8a",2,1,0,1,0,36,49,50
"Msantd1",6,9,10,11,8,13,11,5
"Msantd2",22,31,26,18,26,21,30,32
"Msantd4",14,18,14,22,15,16,23,29
"Msh2",40,30,48,40,50,30,19,30
"Msh3",11,10,14,11,15,22,11,7
"Msh5",3,7,4,7,6,0,1,2
"Msh6",34,24,37,29,53,23,17,18
"Msi2",21,17,17,19,20,31,17,10
"Msl1",299,243,327,298,270,309,310,278
"Msl2",19,18,9,22,31,16,15,20
"Msl3",23,18,14,12,13,14,21,13
"Msl3l2",8,3,7,7,8,13,20,10
"Msmo1",36,27,46,37,29,35,33,34
"Msn",191,163,166,229,200,274,379,326
"Msr1",40,82,23,30,18,191,307,450
"Msra",19,20,17,20,18,46,42,51
"Msrb1",77,110,71,85,52,542,228,381
"Msrb2",56,46,78,56,59,25,21,10
"Mss51",2,2,3,2,2,4,11,3
"Msto1",19,17,20,17,10,34,42,30
"Mt1",628,329,380,551,392,2625,1701,2838
"Mt2",140,36,90,92,50,1287,1198,1922
"Mt3",2,0,2,1,1,4,3,6
"Mta1",50,90,78,55,56,55,56,71
"Mta2",92,76,77,81,87,88,114,101
"Mta3",19,21,13,17,18,11,9,9
"Mtap",15,17,20,11,17,18,33,38
"Mtbp",11,7,15,5,6,12,23,16
"Mtch1",115,170,206,176,208,119,65,72
"Mtch2",66,67,55,52,71,51,49,63
"Mtcp1",2,0,2,2,1,5,0,2
"Mtdh",449,484,271,397,375,517,1111,767
"Mterf1a",2,1,6,3,5,5,2,2
"Mterf3",43,56,47,47,39,53,73,59
"Mterf4",19,13,14,22,19,29,21,24
"Mtf1",17,23,32,16,24,33,25,22
"Mtf2",50,51,22,46,58,66,96,85
"Mtfmt",32,38,41,21,30,44,57,43
"Mtfp1",18,11,25,15,17,19,4,7
"Mtfr1",14,6,8,7,8,10,7,10
"Mtfr1l",96,117,120,125,94,87,89,83
"Mtfr2",0,1,5,2,2,3,2,2
"Mtg1",23,39,34,35,24,21,23,18
"Mtg2",41,44,37,36,57,46,48,49
"Mthfd1",36,42,47,32,41,49,44,64
"Mthfd1l",6,6,19,14,5,21,31,27
"Mthfd2",40,84,70,51,19,44,49,73
"Mthfd2l",4,12,6,7,6,6,7,8
"Mthfr",68,65,92,62,76,24,46,37
"Mthfs",22,24,42,42,30,18,18,19
"Mthfsd",24,17,23,29,27,11,13,6
"Mthfsl",27,28,32,40,19,29,29,20
"Mtif2",76,60,33,41,62,64,60,58
"Mtif3",30,33,33,27,33,42,34,28
"Mtm1",12,13,10,13,16,22,20,15
"Mtmr1",18,18,18,27,17,18,29,24
"Mtmr10",22,26,33,31,24,26,35,39
"Mtmr11",6,6,6,5,4,6,3,2
"Mtmr12",27,27,37,33,26,22,20,20
"Mtmr14",40,58,62,42,29,38,26,30
"Mtmr2",34,22,23,21,41,33,42,34
"Mtmr3",51,72,65,74,60,51,54,59
"Mtmr4",25,35,23,23,38,8,18,10
"Mtmr6",114,115,78,130,104,76,54,76
"Mtmr9",11,12,8,12,8,7,14,14
"Mto1",53,43,45,52,44,42,50,34
"Mtor",46,53,42,52,52,55,56,51
"Mtpap",43,53,44,43,60,55,53,51
"Mtpn",104,98,83,84,80,93,105,120
"Mtr",71,83,58,76,77,63,46,57
"Mtrf1",12,6,11,7,19,17,9,10
"Mtrf1l",16,13,20,21,19,30,24,12
"Mtrr",18,20,28,17,16,30,33,28
"Mtss1",26,12,12,22,14,16,12,15
"Mttp",6,8,10,14,14,6,13,15
"Mturn",0,0,2,0,0,0,0,0
"Mtus1",213,160,145,221,217,93,64,85
"Mtus2",10,4,7,3,11,5,12,9
"Mtx1",107,117,95,117,119,138,170,152
"Mtx2",23,14,19,23,13,21,28,25
"Mtx3",31,28,26,27,23,18,35,24
"Mul1",21,24,21,16,18,19,28,30
"Mum1",24,25,20,29,18,24,15,22
"Mus81",34,46,48,41,50,45,22,35
"Mustn1",1,6,5,2,2,1,2,2
"Mut",17,21,14,17,30,19,13,19
"Mutyh",11,13,26,11,13,9,4,7
"Mvb12a",71,52,65,72,104,97,68,85
"Mvb12b",121,169,199,194,178,164,134,100
"Mvd",27,24,16,21,21,23,11,18
"Mvk",18,22,23,22,19,24,32,22
"Mvp",130,139,141,107,140,210,230,226
"Mx1",94,41,177,78,189,86,187,130
"Mx2",62,38,73,42,83,81,116,51
"Mxd1",9,9,14,13,8,18,11,16
"Mxd3",1,2,4,4,6,1,0,0
"Mxd4",85,90,93,122,86,79,38,54
"Mxra7",3,2,6,3,1,1,4,0
"Mxra8",2,6,8,10,9,7,6,2
"Myadm",89,91,72,109,95,41,41,63
"Myadml2",15,8,19,17,8,14,2,6
"Myb",2,0,2,1,4,0,1,1
"Mybbp1a",91,124,95,80,83,138,258,241
"Mybl2",8,2,9,6,9,2,4,2
"Mybpc3",2,3,13,2,6,26,126,48
"Mybph",12,9,8,14,16,2,8,1
"Myc",31,101,110,100,61,119,102,98
"Mycbp",25,22,17,22,17,14,13,18
"Mycbp2",142,140,124,192,237,130,125,134
"Mycl",1,5,2,5,1,4,1,0
"Myd88",182,163,177,156,160,144,182,185
"Mydgf",228,268,280,233,270,163,153,172
"Myef2",9,9,5,5,9,9,25,16
"Myg1",88,65,64,67,85,121,85,102
"Myh10",2,2,5,3,3,2,3,0
"Myh9",146,201,162,161,154,130,100,128
"Myl12a",182,239,291,206,170,180,152,199
"Myl12b",174,199,253,243,142,151,107,119
"Myl2",6,0,7,4,8,4,1,4
"Myl4",2,0,0,0,4,2,4,2
"Myl6",88,70,77,82,115,111,62,91
"Mylip",179,210,183,161,177,135,135,109
"Mylpf",4,2,2,2,2,2,2,2
"Mymk",42,18,49,55,51,28,21,22
"Mynn",24,24,20,17,27,23,17,18
"Myo18a",77,71,56,62,72,38,27,30
"Myo18b",8,5,5,11,15,9,11,5
"Myo19",6,13,16,12,11,9,22,24
"Myo1b",11,8,10,18,13,16,21,22
"Myo1c",85,107,108,84,77,125,94,101
"Myo1e",32,24,26,13,24,26,74,55
"Myo1f",307,394,431,436,378,108,61,81
"Myo1g",75,106,98,100,89,102,91,85
"Myo5a",21,27,13,15,18,11,14,17
"Myo6",8,3,5,7,5,3,6,2
"Myo7a",92,133,106,107,100,127,135,123
"Myo9a",12,6,3,8,15,6,7,9
"Myo9b",145,200,172,166,178,140,169,134
"Myof",0,0,1,1,0,4,5,3
"Myom1",5,2,6,15,8,1,2,1
"Mypop",3,4,3,0,1,4,3,1
"Mypopos",6,6,1,5,4,1,5,3
"Mysm1",47,53,32,50,59,50,67,65
"Mzf1",2,6,5,5,3,1,2,2
"Mzt1",19,21,34,28,28,21,38,26
"Mzt2",197,154,186,212,200,140,76,113
"N4bp1",171,181,172,179,128,126,362,220
"N4bp2",11,8,14,5,11,3,17,12
"N4bp2l1",82,68,73,82,49,77,44,47
"N4bp2l2",42,46,20,29,49,49,42,47
"N4bp2os",1,2,2,4,3,1,1,5
"N4bp3",1,4,0,0,2,2,4,5
"N6amt1",26,24,27,12,17,30,59,47
"Naa10",71,69,56,55,60,68,41,67
"Naa15",34,22,11,23,29,23,31,34
"Naa16",14,25,12,20,22,26,18,17
"Naa20",45,68,54,53,60,59,76,56
"Naa25",53,58,56,39,60,88,122,123
"Naa30",17,10,10,11,18,9,25,21
"Naa35",73,61,61,79,108,52,45,41
"Naa38",123,121,132,126,117,80,48,93
"Naa40",12,19,21,21,15,19,23,18
"Naa50",53,37,28,24,42,51,73,71
"Naa60",141,176,214,205,138,96,71,78
"Naaa",289,280,348,259,329,93,47,90
"Naalad2",15,7,8,10,19,7,5,5
"Nab1",25,19,17,16,22,19,55,43
"Nab2",31,26,49,25,32,38,26,33
"Nabp1",19,16,14,12,13,31,21,43
"Nabp2",47,50,44,48,43,68,68,50
"Naca",277,214,281,268,307,298,304,396
"Nacc1",27,35,31,17,48,46,61,50
"Nacc2",25,36,35,42,31,20,14,21
"Nadk",115,176,138,143,96,64,156,154
"Nadk2",6,3,4,5,3,2,2,1
"Nadsyn1",21,28,26,29,31,20,13,18
"Nae1",37,20,17,9,30,31,27,35
"Naf1",11,6,11,8,7,9,15,10
"Naga",70,71,76,99,50,48,38,33
"Nagk",111,83,92,109,95,55,52,61
"Naglu",289,301,368,338,350,152,81,107
"Nagpa",132,143,194,182,202,94,73,100
"Naif1",5,6,8,8,5,5,4,3
"Naip2",269,243,254,268,254,209,194,260
"Naip5",133,117,121,135,139,111,75,71
"Naip6",37,28,12,22,26,39,38,20
"Nampt",8,2,2,2,7,6,6,7
"Nanos1",5,0,3,1,7,3,1,0
"Nans",21,27,24,17,17,19,16,20
"Nap1l1",56,51,74,51,80,75,80,110
"Nap1l4",105,91,89,82,106,115,164,154
"Nap1l5",2,1,1,1,0,3,3,1
"Napa",151,141,207,156,160,186,191,148
"Napb",17,14,12,10,7,8,12,8
"Napepld",5,19,6,13,5,16,25,15
"Napg",45,41,50,52,39,45,38,36
"Naprt",43,28,50,49,42,15,3,6
"Napsa",2,2,5,1,5,9,5,8
"Narf",8,7,8,7,4,1,2,2
"Narfl",64,65,68,61,69,46,56,63
"Nars",213,202,174,184,165,191,159,201
"Nars2",4,2,0,1,1,1,3,2
"Nasp",54,50,66,34,78,24,29,31
"Nat1",2,1,0,1,2,1,1,2
"Nat10",26,25,25,18,18,31,48,43
"Nat14",0,3,1,4,3,2,2,2
"Nat2",8,10,3,7,12,8,10,10
"Nat6",31,35,44,38,44,45,44,49
"Nat8f1",3,5,5,7,3,2,4,3
"Nat8f4",1,0,1,2,2,3,3,1
"Nat8l",13,13,25,7,25,5,5,6
"Nat9",58,65,47,63,28,39,36,42
"Natd1",19,17,26,22,21,7,7,4
"Nav1",9,8,10,7,11,13,5,6
"Nav2",50,22,32,37,58,6,10,9
"Nav3",279,152,200,262,205,88,104,96
"Naxd",77,84,124,108,81,67,60,56
"Naxe",104,63,94,104,127,61,61,63
"Nbas",28,38,44,20,36,19,22,28
"Nbea",5,13,5,12,10,8,9,6
"Nbeal1",21,12,11,23,19,18,14,8
"Nbeal2",50,81,65,68,71,9,9,12
"Nbl1",5,1,1,1,0,106,157,103
"Nbn",29,31,21,19,35,26,44,26
"Nbr1",94,68,78,90,78,65,44,55
"Ncam1",0,0,1,2,1,1,4,0
"Ncapd2",24,10,26,17,51,6,4,6
"Ncapd3",19,13,35,25,35,21,15,21
"Ncapg",4,1,2,6,11,1,1,0
"Ncapg2",10,2,14,7,19,2,3,3
"Ncaph",24,23,38,31,42,7,8,7
"Ncaph2",105,105,104,87,160,125,101,127
"Ncbp1",47,57,44,32,47,52,73,57
"Ncbp2",27,31,34,24,33,14,21,18
"Ncbp3",10,5,6,7,15,4,6,5
"Ncdn",34,55,32,27,22,67,88,67
"Nceh1",21,11,17,17,15,41,35,34
"Ncf1",767,994,801,982,725,1025,983,1122
"Ncf2",273,277,313,322,263,409,321,311
"Ncf4",142,230,193,168,131,109,249,199
"Nck1",24,23,17,22,30,11,13,15
"Nckap1",0,0,0,0,0,4,13,9
"Nckap1l",406,446,468,453,498,288,226,330
"Nckap5l",101,89,106,79,132,60,54,72
"Nckipsd",131,153,111,125,91,154,137,128
"Ncl",251,278,262,208,274,511,762,947
"Ncln",323,432,381,321,344,499,396,444
"Ncoa1",34,46,38,57,39,56,54,58
"Ncoa2",37,38,38,42,39,66,50,54
"Ncoa3",93,98,71,76,69,76,36,39
"Ncoa4",2,3,2,2,2,2,2,2
"Ncoa5",44,50,50,46,39,46,74,78
"Ncoa6",43,33,37,42,40,38,49,54
"Ncoa7",14,9,8,7,21,12,10,14
"Ncor1",149,169,101,161,141,113,108,116
"Ncor2",76,85,74,59,62,47,70,56
"Ncs1",5,9,13,9,9,4,10,7
"Ncstn",98,98,104,107,109,120,128,119
"Ndc1",18,16,24,18,25,16,26,24
"Ndc80",11,3,13,12,26,3,5,4
"Nde1",43,51,50,60,40,59,61,59
"Ndel1",45,71,70,62,45,45,55,57
"Ndfip1",41,72,58,76,53,87,46,68
"Ndfip2",60,55,66,53,69,73,57,67
"Ndor1",57,65,56,58,51,117,114,79
"Ndrg2",16,15,12,9,12,64,22,24
"Ndrg3",44,47,61,65,48,41,43,47
"Ndrg4",1,0,1,2,2,3,4,3
"Ndst1",26,31,19,39,18,38,16,23
"Ndst2",162,162,192,161,183,212,254,201
"Ndufa1",125,117,123,146,147,100,82,112
"Ndufa10",140,132,130,127,159,160,136,161
"Ndufa11",0,2,2,0,2,1,2,2
"Ndufa12",70,74,64,36,51,76,57,82
"Ndufa13",492,450,439,543,569,325,201,294
"Ndufa2",358,274,266,288,336,301,252,314
"Ndufa3",253,243,222,235,285,168,126,209
"Ndufa4",24,27,43,47,43,23,16,34
"Ndufa5",90,59,45,54,101,83,73,106
"Ndufa6",295,270,229,376,341,244,155,209
"Ndufa7",220,223,190,236,270,213,168,235
"Ndufa8",92,117,138,97,101,98,91,80
"Ndufa9",179,120,136,121,177,133,113,149
"Ndufab1",104,84,79,76,73,79,91,101
"Ndufaf1",16,14,8,17,18,18,15,24
"Ndufaf2",10,13,14,16,28,16,11,27
"Ndufaf3",65,52,52,71,50,47,27,49
"Ndufaf4",44,32,19,29,35,51,64,74
"Ndufaf5",21,17,14,13,16,16,21,33
"Ndufaf6",17,24,12,18,19,12,23,10
"Ndufaf7",35,31,38,36,38,18,17,17
"Ndufaf8",82,90,93,102,77,93,89,95
"Ndufb10",221,222,208,215,248,211,173,234
"Ndufb11",220,236,263,260,213,206,137,176
"Ndufb2",61,63,68,77,52,45,30,40
"Ndufb3",98,93,80,93,96,74,51,72
"Ndufb4",40,30,29,32,23,33,21,27
"Ndufb5",122,106,107,124,132,122,108,144
"Ndufb6",125,127,105,125,107,139,107,121
"Ndufb7",279,236,208,244,308,313,280,294
"Ndufb8",137,124,162,146,141,104,97,109
"Ndufb9",246,251,220,216,237,261,228,274
"Ndufc1",56,64,52,54,67,48,42,73
"Ndufc2",224,223,199,258,209,200,170,195
"Ndufs1",67,52,58,52,68,62,63,57
"Ndufs2",237,228,198,201,219,251,273,246
"Ndufs3",40,38,35,27,38,57,50,63
"Ndufs4",69,44,63,47,58,61,53,71
"Ndufs5",9,9,3,5,12,23,11,15
"Ndufs6",187,169,172,160,198,194,147,198
"Ndufs7",200,214,206,214,228,328,263,304
"Ndufs8",218,208,171,206,215,327,221,291
"Ndufv1",154,117,95,97,154,177,169,150
"Ndufv2",159,130,140,112,109,148,144,168
"Ndufv3",219,174,186,191,210,142,91,117
"Neat1",186,217,192,228,126,273,228,197
"Necap1",45,39,49,44,45,48,70,42
"Necap2",245,250,338,243,236,168,110,145
"Nectin2",121,74,163,143,149,70,26,54
"Nectin4",62,43,62,56,77,44,53,46
"Nedd1",10,10,15,17,10,13,26,16
"Nedd4",2,0,0,0,1,0,1,2
"Nedd4l",27,25,25,33,26,16,25,13
"Nedd8",197,147,186,148,201,151,116,184
"Nedd9",1,1,2,0,0,3,3,6
"Neil1",22,24,26,20,15,9,7,8
"Neil2",2,1,3,5,1,6,1,2
"Neil3",7,1,3,4,14,0,0,1
"Nek1",8,6,4,6,5,4,1,4
"Nek2",2,0,2,1,6,0,0,0
"Nek3",5,6,7,7,7,9,3,3
"Nek4",3,3,4,5,2,1,2,3
"Nek5",1,2,1,3,2,0,1,0
"Nek6",46,46,54,43,47,49,74,74
"Nek7",81,62,103,100,102,76,48,47
"Nek8",2,6,2,2,3,5,6,5
"Nek9",67,83,93,62,58,81,93,88
"Nelfa",31,37,37,34,27,30,37,28
"Nelfb",87,106,117,103,91,85,109,113
"Nelfcd",50,43,47,35,45,32,38,44
"Nelfe",52,46,53,59,59,67,57,56
"Nemf",55,53,27,35,43,78,63,69
"Nemp1",17,9,11,12,10,4,3,5
"Nemp2",19,17,17,26,20,8,5,7
"Nenf",92,154,124,157,91,65,42,62
"Neo1",7,1,4,8,3,0,1,3
"Nepro",21,13,8,7,13,34,54,43
"Nes",1,0,0,1,3,2,1,0
"Net1",2,1,2,1,3,8,7,4
"Neu1",141,195,235,148,154,180,177,156
"Neu3",1,4,1,0,2,3,2,2
"Neurl1a",59,109,93,97,83,100,45,62
"Neurl1b",2,4,0,2,4,2,3,2
"Neurl2",13,17,6,15,9,11,12,10
"Neurl3",132,132,146,141,96,75,108,62
"Neurl4",31,40,34,36,33,33,26,31
"Nexn",3,0,2,2,0,2,1,2
"Nf1",18,25,21,14,17,41,56,34
"Nf2",43,74,62,62,45,65,57,65
"Nfam1",211,333,231,280,253,207,108,123
"Nfat5",88,64,69,104,91,52,40,39
"Nfatc1",64,85,64,77,45,66,22,41
"Nfatc2",61,93,85,72,87,122,51,56
"Nfatc2ip",10,1,2,5,5,4,5,5
"Nfatc3",62,56,44,52,72,45,70,39
"Nfe2l1",66,84,78,76,75,71,101,103
"Nfe2l2",263,210,202,200,257,318,252,327
"Nfia",10,13,12,17,11,7,6,10
"Nfic",235,181,214,207,274,208,139,148
"Nfil3",12,28,15,35,11,106,82,93
"Nfix",86,81,70,96,94,64,49,52
"Nfkb1",162,165,147,126,145,92,265,182
"Nfkb2",106,110,80,63,113,117,265,200
"Nfkbia",1831,1580,1385,1454,730,3017,5839,4616
"Nfkbib",82,76,87,57,92,136,237,180
"Nfkbid",34,39,30,35,42,43,23,43
"Nfkbie",66,65,57,39,40,25,62,63
"Nfkbil1",21,15,33,22,17,20,23,22
"Nfkbiz",76,58,66,54,63,153,393,324
"Nfrkb",29,32,33,37,27,24,42,35
"Nfs1",38,47,42,42,39,55,46,45
"Nfu1",85,113,112,104,97,102,69,99
"Nfx1",60,76,60,67,68,64,93,76
"Nfxl1",43,72,56,42,53,23,29,37
"Nfya",33,58,48,38,52,28,15,26
"Nfyb",32,24,24,25,18,23,19,30
"Nfyc",28,30,35,29,21,18,31,29
"Ngdn",98,105,84,94,79,120,159,125
"Ngly1",30,17,22,27,21,23,17,21
"Ngp",2,2,5,2,1,134,1,233
"Ngrn",36,34,40,47,32,23,27,14
"Nhej1",8,8,5,6,10,9,2,6
"Nhlh2",0,0,0,0,0,0,0,0
"Nhlrc1",5,2,2,2,6,1,2,7
"Nhlrc2",17,16,12,16,20,24,37,26
"Nhlrc3",66,52,49,75,56,60,54,45
"Nhp2",107,120,104,67,85,217,232,255
"Nhs",0,2,1,1,2,0,7,6
"Nhsl2",3,2,2,6,1,4,1,1
"Nicn1",11,8,7,11,7,6,1,3
"Nid2",10,23,14,11,13,9,11,7
"Nif3l1",28,32,25,27,21,30,52,34
"Nifk",31,32,29,27,37,45,62,68
"Nim1k",0,0,0,2,0,1,4,1
"Nin",43,30,23,34,44,83,85,80
"Ninj1",88,87,92,82,85,138,98,104
"Ninl",15,11,14,12,24,10,17,20
"Nip7",6,6,5,3,6,13,17,16
"Nipa1",4,7,4,3,6,2,5,2
"Nipa2",47,32,19,50,72,58,49,44
"Nipal3",6,18,19,19,19,21,6,5
"Nipbl",27,24,14,26,14,14,18,9
"Nipsnap1",6,6,11,8,5,8,4,5
"Nipsnap2",48,45,44,53,36,50,60,52
"Nipsnap3b",39,38,53,31,37,47,55,57
"Nisch",278,381,333,384,272,313,289,262
"Nit1",91,75,76,92,66,54,53,43
"Nit2",13,19,15,18,17,18,10,17
"Nkap",40,35,18,24,36,15,13,27
"Nkapl",6,2,2,3,5,10,4,8
"Nkiras1",26,20,26,19,17,12,9,10
"Nkiras2",57,43,53,51,70,58,61,49
"Nkrf",2,4,3,3,7,2,9,5
"Nktr",150,169,144,155,138,92,112,86
"Nle1",33,45,37,26,25,46,87,81
"Nlgn2",4,5,8,12,10,13,12,11
"Nlk",21,20,22,23,19,29,25,23
"Nln",25,30,19,19,20,55,69,44
"Nlrc5",39,36,74,42,83,62,48,81
"Nlrp1b",31,11,36,22,35,4,5,7
"Nlrp3",50,83,101,80,68,125,235,215
"Nlrx1",90,88,83,97,83,128,90,105
"Nmb",6,10,9,12,8,16,11,8
"Nmd3",59,56,64,52,61,83,153,124
"Nme1",13,11,12,9,16,16,22,36
"Nme4",6,9,12,14,6,10,6,10
"Nme6",8,11,17,14,16,8,16,19
"Nme7",13,12,14,10,10,19,12,8
"Nmi",47,49,41,36,51,66,66,67
"Nmnat1",18,17,22,11,18,15,18,18
"Nmnat3",11,5,11,7,6,28,13,15
"Nmral1",34,29,67,47,57,12,13,14
"Nmrk1",12,9,11,7,6,10,10,3
"Nmt1",217,206,219,190,204,125,126,141
"Nmt2",19,12,16,15,26,14,18,18
"Nnat",1,1,2,1,0,3,3,1
"Noa1",32,31,18,19,23,39,36,37
"Nob1",37,56,47,27,20,64,82,71
"Noc2l",114,155,132,108,102,133,224,193
"Noc3l",11,12,8,7,4,13,21,25
"Noc4l",39,37,47,33,25,57,80,79
"Noct",5,8,8,5,3,9,29,11
"Nod1",47,31,54,36,55,21,15,22
"Nod2",7,13,10,10,13,9,28,18
"Nol10",14,17,16,12,14,18,39,42
"Nol11",34,31,35,22,32,39,57,39
"Nol12",61,53,58,57,48,83,94,87
"Nol4l",16,17,22,17,12,8,7,10
"Nol6",16,21,23,10,7,13,22,17
"Nol7",103,102,83,97,104,110,98,128
"Nol8",18,18,12,16,17,14,26,28
"Nol9",43,51,41,33,38,48,85,66
"Nolc1",49,72,58,56,50,66,125,136
"Nomo1",44,78,68,63,43,90,101,124
"Nono",40,46,61,47,68,37,50,55
"Nop10",14,18,6,13,11,16,7,18
"Nop14",50,50,58,32,38,85,133,107
"Nop16",46,54,61,37,32,58,72,83
"Nop2",82,117,105,80,85,108,153,164
"Nop53",118,118,118,145,131,181,217,186
